Sr_No,Application Name,Customer Initiated Transactions in Volume (Mn),Customer Initiated Transactions in Value (Cr),B2C Transactions in Volume (Mn),B2C Transactions in Value (Cr),B2B Transactions in Volume (Mn),B2B Transactions in Value (Cr),On-us Transactions in Volume (Mn),On-us Transactions in Value (Cr),Total in Volume (Mn),Total in Value (Cr),Date
52102,GoIbibo,0.02,5.91,0,0,0,0,0,0,0.02,5.91,Mar-22
52002,Google Pay,"1,838.12","3,38,873.25",0,0,0,0,0,0,"1,838.12","3,38,873.25",Mar-22
52018,Groww,0.83,472.71,0,0,0,0,0,0,0.83,472.71,Mar-22
52010,HDFC Bank Apps,5.45,"1,624.54",0,0,0,0,0,0,5.45,"1,624.54",Mar-22
52045,HSBC Bank Apps,0.1,61.85,0,0.16,0,0,0,0,0.1,62,Mar-22
52007,ICICI Bank Apps,31.49,"10,304.08",3.65,234.61,0,0,0,0,35.13,"10,538.69",Mar-22
52075,IDBI Bank Apps,0.03,16.25,0,0,0,0,0,0,0.03,16.25,Mar-22
52020,IDFC Bank Apps,2.7,534.56,0,0,0,0,0,0,2.7,534.56,Mar-22
52017,India Post Payments Bank Apps,2.95,321.14,0,0,0,0,0,0,2.95,321.14,Mar-22
52030,Indian Bank Apps,0.11,42.26,0,0,0,0,0,0,0.11,42.26,Mar-22
52054,Indian Overseas Bank Apps,0.01,1.62,0,0,0,0,0,0,0.01,1.62,Mar-22
52044,IndusInd Bank Apps,1.03,"2,252.30",0,0,0,0,0,0,1.03,"2,252.30",Mar-22
52091,Jammu and Kashmir Bank Apps,0.01,2.15,0,0,0,0,0,0,0.01,2.15,Mar-22
52117,Janata Sahakari Bank Apps,0.01,4.51,0,0,0,0,0,0,0.01,4.51,Mar-22
52029,Jio Payments Bank Apps,2.27,129.5,0,0,0,0,0,0,2.27,129.5,Mar-22
52022,Jupiter,1.32,164.8,0,0,0,0,0,0,1.32,164.8,Mar-22
52051,Karnataka Bank Apps,0.3,37.96,0,0,0,0,0,0,0.3,37.96,Mar-22
52061,Karur Vysya Bank Apps,0.04,18.29,0,0,0,0,0,0,0.04,18.29,Mar-22
52009,Kotak Mahindra Bank Apps,7.92,"1,587.51",0,0,0,0,0,0,7.92,"1,587.51",Mar-22
52063,MakeMyTrip,0.1,47.1,0,0,0,0,0,0,0.1,47.1,Mar-22
52123,MI Pay,0.24,36.02,0,0,0,0,0,0,0.24,36.02,Mar-22
52016,Mobikwik,3.6,739.25,0,0,0,0,0,0,3.6,739.25,Mar-22
52059,NSDL Payments Bank Apps,0.02,2.28,0,0,0,0,0,0,0.02,2.28,Mar-22
52067,Paytm Payments Bank App,729.63,"83,840.44",9.77,17.68,0,0,97.74,"11,792.24",837.14,"95,650.36",Mar-22
52001,PhonePe,"2,527.15","4,71,401.26",0,0,0,0,0,0,"2,527.15","4,71,401.26",Mar-22
52032,Punjab National Bank Apps,0.09,46.64,0,0,0,0,0,0,0.09,46.64,Mar-22
52085,Punjab Sind Bank Apps,0.01,3.8,0,0,0,0,0,0,0.01,3.8,Mar-22
52031,RBL Bank Apps,0.46,126.74,0,0,0,0,0,0,0.46,126.75,Mar-22
52021,Samsung Pay,3.73,473.5,0,0,0,0,0,0,3.73,473.5,Mar-22
52042,South Indian Bank Apps,0.13,44.63,0,0,0,0,0,0,0.13,44.63,Mar-22
52048,Standard Chartered Bank Apps,0.13,69.84,0,0,0,0,0,0,0.13,69.84,Mar-22
52019,State Bank of India Apps,4.01,"2,130.56",0,0,0,0,0,0,4.01,"2,130.56",Mar-22
52128,SuperPay,0.1,0.64,0,0,0,0,0,0,0.1,0.64,Mar-22
52050,UCO Bank Apps,0.19,40.88,0,0,0,0,0,0,0.19,40.88,Mar-22
52056,Ultracash,0.03,1.12,0,0,0,0,0,0,0.03,1.12,Mar-22
52034,Union Bank Apps,0.41,197.01,0,0,0,0,0,0,0.41,197.01,Mar-22
52095,Utkarsh Small Finance Bank Apps,0.01,3.9,0,0,0,0,0,0,0.01,3.9,Mar-22
52011,WhatsApp,2.54,239.78,0,0,0,0,0,0,2.54,239.78,Mar-22
52013,Yes Bank Apps,35.25,"8,746.74",0,0,0,0,0,0,35.25,"8,746.74",Mar-22
52124,YuvaPay,0.06,105.39,0,0,0,0,0,0,0.06,105.39,Mar-22
52086,Others,0.02,8.11,0,0,0,0,0,0,0.02,8.11,Mar-22
52014,Airtel Payments Bank Apps,5.8,"1,199.46",0,0,0,0,1.77,"1,010.71",7.58,"2,210.17",Feb-22
52130,Allahabad Bank App,0.02,6.28,0,0,0,0,0,0,0.02,6.28,Feb-22
52006,Amazon Pay,63.49,"6,044.47",0,0,0,0,0,0,63.49,"6,044.47",Feb-22
52131,AU Small Finance Bank App,0.25,89.36,0,0,0,0,0,0,0.25,89.36,Feb-22
52005,Axis Bank Apps,6.9,"1,366.34",47.88,38.91,0,0,0,0,54.78,"1,405.26",Feb-22
52015,Bajaj Finserv,0.33,19.32,0,0,0,0,0,0,0.33,19.32,Feb-22
52036,Bank of Baroda Apps,0.67,330.69,0,0,0,0,0,0,0.67,330.69,Feb-22
52132,Bank of India App,0.05,21.28,0,0,0,0,0,0,0.05,21.28,Feb-22
52133,Bank of Maharashtra App,0.05,12.49,0,0,0,0,0,0,0.05,12.49,Feb-22
52012,BHIM,23.25,"7,891.86",0,0,0,0,0,0,23.25,"7,891.86",Feb-22
52134,Canara Bank App,0.26,95.78,0,0,0,0,0,0,0.26,95.78,Feb-22
52135,Central Bank of India App,0.12,45.26,0,0,0,0,0,0,0.12,45.26,Feb-22
52136,Citi Bank App,0.08,69.22,0,0,0,0,0,0,0.08,69.22,Feb-22
52137,City Union Bank App,0.02,5.49,0,0,0,0,0,0,0.02,5.49,Feb-22
52110,Cointab,1.73,280.57,0,0,0,0,0,0,1.73,280.57,Feb-22
52004,Cred,10.08,"13,364.09",0,0,0,0,0,0,10.08,"13,364.09",Feb-22
52138,DBS Digibank App,0.46,173.63,0,0,0,0,0,0,0.46,173.63,Feb-22
52139,Dena Bank App,0.02,23.93,0,0,0,0,0,0,0.02,23.93,Feb-22
52140,Deutsche Bank App,0.87,70.43,0,0,0,0,0,0,0.87,70.43,Feb-22
52141,Dhanlaxmi Bank App,0.01,2.83,0,0,0,0,0,0,0.01,2.83,Feb-22
52142,Federal Bank App,0.55,108.21,0,0,0,0,0,0,0.55,108.21,Feb-22
52143,Fino Payments bank App,0.03,3.25,0,0,0,0,0,0,0.03,3.25,Feb-22
52125,Finshell Pay,0.06,3.8,0,0,0,0,0,0,0.06,3.8,Feb-22
52002,Google Pay,"1,524.09","2,91,273.46",0,0,0,0,0,0,"1,524.09","2,91,273.46",Feb-22
52010,HDFC Bank Apps,4.59,"1,370.03",0,0,0,0,0,0,4.59,"1,370.03",Feb-22
52144,HSBC Bank App,0.08,52.94,0,0.04,0,0,0,0,0.08,52.97,Feb-22
52007,ICICI Bank Apps,27.39,"8,537.11",3.27,190.34,0,0,0,0,30.66,"8,727.44",Feb-22
52145,IDBI Bank App,0.02,14.6,0,0,0,0,0,0,0.02,14.6,Feb-22
52146,IDFC Bank App,1.21,321.93,0,0,0,0,0,0,1.21,321.93,Feb-22
52147,India Post Payments Bank App,2.21,268.9,0,0,0,0,0,0,2.21,268.9,Feb-22
52148,Indian Bank App,0.11,42.07,0,0,0,0,0,0,0.11,42.07,Feb-22
52149,IndusInd Bank App,0.77,"1,358.24",0,0,0,0,0,0,0.77,"1,358.24",Feb-22
52150,Jammu and Kashmir Bank App,0.01,3.43,0,0,0,0,0,0,0.01,3.43,Feb-22
52151,Janta Sahakari Bank App,0.01,4.33,0,0,0,0,0,0,0.01,4.33,Feb-22
52152,Jio Payments Bank App,1.97,111.85,0,0,0,0,0,0,1.97,111.85,Feb-22
52153,Jupiter Money,1.13,140.79,0,0,0,0,0,0,1.13,140.79,Feb-22
52154,Karnataka Bank App,0.25,31.35,0,0,0,0,0,0,0.25,31.35,Feb-22
52155,Karur Vysya Bank App,0.04,17.17,0,0,0,0,0,0,0.04,17.17,Feb-22
52009,Kotak Mahindra Bank Apps,6.91,"1,383.30",0,0,0,0,0,0,6.91,"1,383.30",Feb-22
52156,MakeMy Trip,0.08,33.03,0,0,0,0,0,0,0.08,33.03,Feb-22
52123,MI Pay,0.25,38.46,0,0,0,0,0,0,0.25,38.46,Feb-22
52016,Mobikwik,3.78,755.89,0,0,0,0,0,0,3.78,755.89,Feb-22
52157,NSDL Payments Bank App,0.02,1.77,0,0,0,0,0,0,0.02,1.77,Feb-22
52067,Paytm Payments Bank App,613.77,"72,204.32",8.48,18.96,0,0,84.52,"14,075.94",706.77,"86,299.22",Feb-22
52001,PhonePe,"2,120.20","4,07,640.11",0,0,0,0,0,0,"2,120.20","4,07,640.11",Feb-22
52158,Punjab National Bank App,0.08,43.49,0,0,0,0,0,0,0.08,43.49,Feb-22
52159,Punjab Sindh Bank Apps,0.01,2.66,0,0,0,0,0,0,0.01,2.66,Feb-22
52160,RBL Bank App,0.51,107.25,0,0,0,0,0,0,0.51,107.25,Feb-22
52021,Samsung Pay,3.14,421.97,0,0,0,0,0,0,3.14,421.97,Feb-22
52161,South Indian Bank App,0.12,38.69,0,0,0,0,0,0,0.12,38.69,Feb-22
52162,Standard Chartered Bank App,0.12,64.7,0,0,0,0,0,0,0.12,64.7,Feb-22
52019,State Bank of India Apps,3.38,"1,863.42",0,0,0,0,0,0,3.38,"1,863.42",Feb-22
52163,UCO Bank App,0.16,35.05,0,0,0,0,0,0,0.16,35.05,Feb-22
52056,Ultracash,1.51,158.7,0,0,0,0,0,0,1.51,158.7,Feb-22
52034,Union Bank Apps,0.35,166.72,0,0,0,0,0,0,0.35,166.72,Feb-22
52164,Utkarsh Small Finance Bank,0.01,2.42,0,0,0,0,0,0,0.01,2.42,Feb-22
52011,WhatsApp,2.24,207.09,0,0,0,0,0,0,2.24,207.09,Feb-22
52013,Yes Bank Apps,31.99,"6,551.55",0.19,0.06,0,0,0,0,32.17,"6,551.61",Feb-22
52124,YuvaPay,0.05,89.7,0,0,0,0,0,0,0.05,89.7,Feb-22
52086,Others,0.02,8.15,0,0,0,0,0,0,0.02,8.15,Feb-22
52014,Airtel Payments Bank Apps,8.53,"2,047.45",0,0,0,0,4.69,"2,682.32",13.22,"4,729.77",Jan-22
52130,Allahabad Bank App,0.02,7.36,0,0,0,0,0,0,0.02,7.36,Jan-22
52006,Amazon Pay,73.5,"6,729.66",0,0,0,0,0,0,73.5,"6,729.66",Jan-22
52131,AU Small Finance Bank App,0.23,81.15,0,0,0,0,0,0,0.23,81.15,Jan-22
52005,Axis Bank Apps,6.78,"1,058.77",40.47,34.25,0,0,0,0,47.25,"1,093.02",Jan-22
52015,Bajaj Finserv,0.24,12.88,0,0,0,0,0,0,0.24,12.88,Jan-22
52036,Bank of Baroda Apps,0.71,342.85,0,0,0,0,0,0,0.71,342.85,Jan-22
52132,Bank of India App,0.05,20.23,0,0,0,0,0,0,0.05,20.23,Jan-22
52133,Bank of Maharashtra App,0.05,12.46,0,0,0,0,0,0,0.05,12.46,Jan-22
52012,BHIM,25.82,"8,511.91",0,0,0,0,0,0,25.82,"8,511.91",Jan-22
52134,Canara Bank App,0.26,98.95,0,0,0,0,0,0,0.26,98.95,Jan-22
52135,Central Bank of India App,0.13,47.33,0,0,0,0,0,0,0.13,47.33,Jan-22
52136,Citi Bank App,0.09,77.8,0,0,0,0,0,0,0.09,77.8,Jan-22
52137,City Union Bank App,0.02,4.92,0,0,0,0,0,0,0.02,4.92,Jan-22
52110,Cointab,1.21,179.22,0,0,0,0,0,0,1.21,179.22,Jan-22
52004,Cred,10.68,"14,189.86",0,0,0,0,0,0,10.68,"14,189.86",Jan-22
52138,DBS Digibank App,0.51,186.79,0,0,0,0,0,0,0.51,186.79,Jan-22
52139,Dena Bank App,0.02,26.5,0,0,0,0,0,0,0.02,26.5,Jan-22
52140,Deutsche Bank App,0.92,61.95,0,0,0,0.13,0,0,0.92,62.08,Jan-22
52141,Dhanlaxmi Bank App,0.01,2.95,0,0,0,0,0,0,0.01,2.95,Jan-22
52142,Federal Bank App,0.54,109.25,0,0,0,0,0,0,0.54,109.25,Jan-22
52143,Fino Payments bank App,0.03,2.79,0,0,0,0,0,0,0.03,2.79,Jan-22
52125,Finshell Pay,0.07,3.69,0,0,0,0,0,0,0.07,3.69,Jan-22
52002,Google Pay,"1,584.20","2,98,267.07",0,0,0,0,0,0,"1,584.20","2,98,267.07",Jan-22
52010,HDFC Bank Apps,4.94,"1,366.89",0,0,0,0,0,0,4.94,"1,366.89",Jan-22
52144,HSBC Bank App,0.08,54.47,0,0.09,0,0,0,0,0.08,54.57,Jan-22
52007,ICICI Bank Apps,29.87,"8,491.18",3.57,215.87,0,0,0,0,33.43,"8,707.05",Jan-22
52145,IDBI Bank App,0.02,12.54,0,0,0,0,0,0,0.02,12.54,Jan-22
52146,IDFC Bank App,1.22,316.37,0,0,0,0,0,0,1.22,316.37,Jan-22
52147,India Post Payments Bank App,2.65,309.42,0,0,0,0,0,0,2.65,309.42,Jan-22
52148,Indian Bank App,0.13,47.42,0,0,0,0,0,0,0.13,47.42,Jan-22
52149,IndusInd Bank App,0.74,"1,218.79",0,0,0,0,0,0,0.74,"1,218.79",Jan-22
52150,Jammu and Kashmir Bank App,0.01,2.47,0,0,0,0,0,0,0.01,2.47,Jan-22
52151,Janta Sahakari Bank App,0.01,4.46,0,0,0,0,0,0,0.01,4.46,Jan-22
52152,Jio Payments Bank App,2.05,114.39,0,0,0,0,0,0,2.05,114.39,Jan-22
52153,Jupiter Money,1.02,156.15,0,0,0,0,0,0,1.02,156.15,Jan-22
52154,Karnataka Bank App,0.25,31.19,0,0,0,0,0,0,0.25,31.19,Jan-22
52155,Karur Vysya Bank App,0.04,17.37,0,0,0,0,0,0,0.04,17.37,Jan-22
52009,Kotak Mahindra Bank Apps,6.88,"1,333.06",0,0,0,0,0,0,6.88,"1,333.06",Jan-22
52156,MakeMy Trip,0.06,19.63,0,0,0,0,0,0,0.06,19.63,Jan-22
52123,MI Pay,0.27,40.51,0,0,0,0,0,0,0.27,40.51,Jan-22
52016,Mobikwik,3.87,886.55,0,0,0,0,0,0,3.87,886.55,Jan-22
52157,NSDL Payments Bank App,0.02,1.45,0,0,0,0,0,0,0.02,1.45,Jan-22
52067,Paytm Payments Bank App,615.9,"70,892.01",8,13.36,0,0,86.38,"14,220.60",710.28,"85,125.97",Jan-22
52001,PhonePe,"2,140.28","4,05,173.78",0,0,0,0,0,0,"2,140.28","4,05,173.78",Jan-22
52158,Punjab National Bank App,0.09,44.86,0,0,0,0,0,0,0.09,44.86,Jan-22
52165,Punjab Sindh Bank App,0.01,2.87,0,0,0,0,0,0,0.01,2.87,Jan-22
52160,RBL Bank App,0.42,101.45,0,0,0.01,0,0,0,0.43,101.45,Jan-22
52021,Samsung Pay,3.17,431.07,0,0,0,0,0,0,3.17,431.07,Jan-22
52161,South Indian Bank App,0.13,41.4,0,0,0,0,0,0,0.13,41.4,Jan-22
52162,Standard Chartered Bank App,0.11,60.49,0,0,0,0,0,0,0.11,60.49,Jan-22
52019,State Bank of India Apps,3.62,"1,967.04",0,0,0,0.01,0,0,3.62,"1,967.05",Jan-22
52163,UCO Bank App,0.16,37.26,0,0,0,0,0,0,0.16,37.26,Jan-22
52056,Ultracash,2.14,177.63,0,0,0,0,0,0,2.14,177.63,Jan-22
52034,Union Bank Apps,0.39,182.27,0,0,0,0,0,0,0.39,182.27,Jan-22
52011,WhatsApp,2.34,205.83,0,0,0,0,0,0,2.34,205.83,Jan-22
52013,Yes Bank Apps,27.24,"5,816.96",0.35,0.2,0,0,0,0,27.59,"5,817.16",Jan-22
52124,YuvaPay,0.05,77.12,0,0,0,0,0,0,0.05,77.12,Jan-22
52086,Others,0.02,9.08,0,0,0,0,0,0,0.02,9.08,Jan-22
52014,Airtel Payments Bank Apps,9.04,"2,248.49",0,0,0,0,6.08,"3,483.60",15.12,"5,732.09",Dec-21
52130,Allahabad Bank App,0.02,7.43,0,0,0,0,0,0,0.02,7.43,Dec-21
52006,Amazon Pay,76.18,"6,641.62",0,0,0,0,0,0,76.18,"6,641.62",Dec-21
52131,AU Small Finance Bank App,0.21,76.22,0,0,0,0,0,0,0.21,76.22,Dec-21
52005,Axis Bank Apps,6.63,916.58,53.22,40.79,0,0,0,0,59.85,957.37,Dec-21
52015,Bajaj Finserv,0.13,7.08,0,0,0,0,0,0,0.13,7.08,Dec-21
52036,Bank of Baroda Apps,0.75,333.91,0,0,0,0,0,0,0.75,333.91,Dec-21
52132,Bank of India App,0.04,17.26,0,0,0,0,0,0,0.04,17.26,Dec-21
52133,Bank of Maharashtra App,0.05,11.52,0,0,0,0,0,0,0.05,11.52,Dec-21
52012,BHIM,27.12,"8,831.67",0,0,0,0,0,0,27.12,"8,831.67",Dec-21
52134,Canara Bank App,0.25,90.72,0,0,0,0,0,0,0.25,90.72,Dec-21
52135,Central Bank of India App,0.13,46.47,0,0,0,0,0,0,0.13,46.47,Dec-21
52136,Citi Bank App,0.09,76.94,0,0,0,0,0,0,0.09,76.94,Dec-21
52137,City Union Bank App,0.01,4.61,0,0,0,0,0,0,0.01,4.61,Dec-21
52110,Cointab,0.94,144.16,0,0,0,0,0,0,0.94,144.16,Dec-21
52004,Cred,10.36,"13,817.16",0,0,0,0,0,0,10.36,"13,817.16",Dec-21
52138,DBS Digibank App,0.55,190.75,0,0,0,0,0,0,0.55,190.75,Dec-21
52139,Dena Bank App,0.02,26.08,0,0,0,0,0,0,0.02,26.08,Dec-21
52140,Deutsche Bank App,0.85,85.62,0,0,0,0.58,0,0,0.85,86.2,Dec-21
52141,Dhanlaxmi Bank App,0.01,3.07,0,0,0,0,0,0,0.01,3.07,Dec-21
52142,Federal Bank App,0.48,99.96,0,0,0,0,0,0,0.48,99.96,Dec-21
52143,Fino Payments bank App,0.03,2.09,0,0,0,0,0,0,0.03,2.09,Dec-21
52125,Finshell Pay,0.06,2.92,0,0,0,0,0,0,0.06,2.92,Dec-21
52002,Google Pay,"1,587.43","3,02,989.79",0,0,0,0,0,0,"1,587.43","3,02,989.79",Dec-21
52010,HDFC Bank Apps,4.96,"1,250.74",0,0,0,0,0,0,4.96,"1,250.74",Dec-21
52144,HSBC Bank App,0.09,53.64,0,0.09,0,0,0,0,0.09,53.73,Dec-21
52007,ICICI Bank Apps,28.81,"8,742.96",3.18,178.8,0,0,0,0,31.99,"8,921.76",Dec-21
52145,IDBI Bank App,0.02,11.34,0,0,0,0,0,0,0.02,11.34,Dec-21
52146,IDFC Bank App,0.9,278.53,0,0,0,0,0,0,0.9,278.53,Dec-21
52147,India Post Payments Bank App,2.76,321.16,0,0,0,0,0,0,2.76,321.16,Dec-21
52148,Indian Bank App,0.12,42.71,0,0,0,0,0,0,0.12,42.71,Dec-21
52149,IndusInd Bank App,1.19,"1,269.16",0,0,0,0,0,0,1.19,"1,269.16",Dec-21
52150,Jammu and Kashmir Bank App,0.01,1.93,0,0,0,0,0,0,0.01,1.93,Dec-21
52151,Janta Sahakari Bank App,0.01,4.48,0,0,0,0,0,0,0.01,4.48,Dec-21
52152,Jio Payments Bank App,1.65,100.19,0,0,0,0,0,0,1.65,100.19,Dec-21
52153,Jupiter Money,0.98,177.92,0,0,0,0,0,0,0.98,177.92,Dec-21
52154,Karnataka Bank App,0.25,30.03,0,0,0,0,0,0,0.25,30.03,Dec-21
52155,Karur Vysya Bank App,0.04,17.44,0,0,0,0,0,0,0.04,17.44,Dec-21
52009,Kotak Mahindra Bank Apps,6.39,"1,168.93",0,0,0,0,0,0,6.39,"1,168.93",Dec-21
52156,MakeMy Trip,0.07,22.3,0,0,0,0,0,0,0.07,22.3,Dec-21
52123,MI Pay,0.31,43.97,0,0,0,0,0,0,0.31,43.97,Dec-21
52016,Mobikwik,4.24,985.86,0,0,0,0,0,0,4.24,985.86,Dec-21
52157,NSDL Payments Bank App,0.01,1.31,0,0,0,0,0,0,0.01,1.31,Dec-21
52067,Paytm Payments Bank App,612.71,"71,874.13",7.99,11.62,0,0,85.67,"16,208.74",706.37,"88,094.49",Dec-21
52001,PhonePe,"2,077.60","3,94,565.58",0,0,0,0,0,0,"2,077.60","3,94,565.58",Dec-21
52158,Punjab National Bank App,0.07,33.76,0,0,0,0,0,0,0.07,33.76,Dec-21
52160,RBL Bank App,0.35,102.17,0,0,0,0,0,0,0.35,102.17,Dec-21
52021,Samsung Pay,3.21,436.3,0,0,0,0,0,0,3.21,436.3,Dec-21
52161,South Indian Bank App,0.13,39.92,0,0,0,0,0,0,0.13,39.92,Dec-21
52162,Standard Chartered Bank App,0.1,60.26,0,0,0,0,0,0,0.1,60.26,Dec-21
52019,State Bank of India Apps,3.63,"1,961.70",0,0,0,0.02,0,0,3.63,"1,961.72",Dec-21
52163,UCO Bank App,0.14,33.49,0,0,0,0,0,0,0.14,33.49,Dec-21
52056,Ultracash,1.96,178.99,0,0,0,0,0,0,1.96,178.99,Dec-21
52034,Union Bank Apps,0.36,167.6,0,0,0,0,0,0,0.36,167.6,Dec-21
52011,WhatsApp,2.25,188.78,0,0,0,0,0,0,2.25,188.78,Dec-21
52013,Yes Bank Apps,24.88,"5,689.57",0.26,0.17,0,0,0,0,25.14,"5,689.75",Dec-21
52124,YuvaPay,0.05,78.43,0,0,0,0,0,0,0.05,78.43,Dec-21
52086,Others,0.02,8.74,0,0,0,0,0,0,0.02,8.74,Dec-21
52014,Airtel Payments Bank Apps,8.41,"1,923.95",0,0,0,0,7.5,"3,630.68",15.9,"5,554.63",Nov-21
52130,Allahabad Bank App,0.02,6.28,0,0,0,0,0,0,0.02,6.28,Nov-21
52006,Amazon Pay,71.04,"6,041.96",0,0,0,0,0,0,71.04,"6,041.96",Nov-21
52131,AU Small Finance Bank App,0.17,67.04,0,0,0,0,0,0,0.17,67.04,Nov-21
52005,Axis Bank Apps,6.71,875.09,64.12,45.67,0,0,0,0,70.83,920.76,Nov-21
52015,Bajaj Finserv,0.06,4.1,0,0,0,0,0,0,0.06,4.1,Nov-21
52036,Bank of Baroda Apps,0.75,329.76,0,0,0,0.01,0,0,0.75,329.77,Nov-21
52132,Bank of India App,0.03,13.54,0,0,0,0,0,0,0.03,13.54,Nov-21
52133,Bank of Maharashtra App,0.04,10.84,0,0,0,0,0,0,0.04,10.84,Nov-21
52012,BHIM,25.23,"8,237.22",0,0,0,0,0,0,25.23,"8,237.22",Nov-21
52134,Canara Bank App,0.21,78.32,0,0,0,0,0,0,0.21,78.32,Nov-21
52135,Central Bank of India App,0.11,43.57,0,0,0,0,0,0,0.11,43.57,Nov-21
52136,Citi Bank App,0.09,77.41,0,0,0,0,0,0,0.09,77.41,Nov-21
52137,City Union Bank App,0.01,3.85,0,0,0,0,0,0,0.01,3.85,Nov-21
52110,Cointab,0.64,112.28,0,0,0,0,0,0,0.64,112.28,Nov-21
52004,Cred,9.03,"12,277.85",0,0,0,0,0,0,9.03,"12,277.85",Nov-21
52138,DBS Digibank App,0.52,185.2,0,0,0,0,0,0,0.52,185.2,Nov-21
52139,Dena Bank App,0.02,24.11,0,0,0,0,0,0,0.02,24.11,Nov-21
52140,Deutsche Bank App,0.98,115.42,0,0,0,0,0,0,0.98,115.42,Nov-21
52141,Dhanlaxmi Bank App,0.01,2.37,0,0,0,0,0,0,0.01,2.37,Nov-21
52142,Federal Bank App,0.47,91.94,0,0,0,0,0,0,0.47,91.94,Nov-21
52143,Fino Payments bank App,0.02,1.81,0,0,0,0,0,0,0.02,1.81,Nov-21
52125,Finshell Pay,0.05,2.19,0,0,0,0,0,0,0.05,2.19,Nov-21
52002,Google Pay,"1,447.84","2,83,357.99",0,0,0,0,0,0,"1,447.84","2,83,357.99",Nov-21
52010,HDFC Bank Apps,3.87,"1,030.59",0,0,0,0,0,0,3.87,"1,030.59",Nov-21
52144,HSBC Bank App,0.08,46.94,0,0.04,0,0,0,0,0.08,46.98,Nov-21
52007,ICICI Bank Apps,25.74,"7,049.36",3.4,197.39,0,0,0,0,29.14,"7,246.75",Nov-21
52145,IDBI Bank App,0.03,13.31,0,0,0,0,0,0,0.03,13.31,Nov-21
52146,IDFC Bank App,0.64,237.83,0,0,0,0,0,0,0.64,237.83,Nov-21
52147,India Post Payments Bank App,2.3,286.07,0,0,0,0,0,0,2.3,286.07,Nov-21
52148,Indian Bank App,0.09,37.77,0,0,0,0,0,0,0.09,37.77,Nov-21
52149,IndusInd Bank App,1.1,"1,407.31",0,0,0,0,0,0,1.1,"1,407.31",Nov-21
52152,Jio Payments Bank App,1.38,89.68,0,0,0,0,0,0,1.38,89.68,Nov-21
52153,Jupiter Money,0.55,102.84,0,0,0,0,0,0,0.55,102.84,Nov-21
52154,Karnataka Bank App,0.22,27.68,0,0,0,0,0,0,0.22,27.68,Nov-21
52155,Karur Vysya Bank App,0.03,15.46,0,0,0,0,0,0,0.03,15.46,Nov-21
52009,Kotak Mahindra Bank Apps,5.78,"1,035.67",0,0,0,0,0,0,5.78,"1,035.67",Nov-21
52156,MakeMy Trip,0.12,45.04,0,0,0,0,0,0,0.12,45.04,Nov-21
52123,MI Pay,0.33,47.27,0,0,0,0,0,0,0.33,47.27,Nov-21
52016,Mobikwik,5.18,"1,478.95",0,0,0,0,0,0,5.18,"1,478.95",Nov-21
52157,NSDL Payments Bank App,0.01,1.11,0,0,0,0,0,0,0.01,1.11,Nov-21
52067,Paytm Payments Bank App,543.71,"66,920.55",7.88,11.52,0,0,79.71,"14,471.30",631.3,"81,403.37",Nov-21
52001,PhonePe,"1,911.21","3,65,044.32",0,0,0,0,0,0,"1,911.21","3,65,044.32",Nov-21
52158,Punjab National Bank App,0.07,31.14,0,0,0,0,0,0,0.07,31.14,Nov-21
52160,RBL Bank App,0.25,81.95,0,0,0,0,0,0,0.25,81.95,Nov-21
52021,Samsung Pay,2.8,412.13,0,0,0,0,0,0,2.8,412.13,Nov-21
52161,South Indian Bank App,0.11,36.91,0,0,0,0,0,0,0.11,36.91,Nov-21
52162,Standard Chartered Bank App,0.09,53.87,0,0,0,0,0,0,0.09,53.87,Nov-21
52019,State Bank of India Apps,3.72,"1,990.21",0,0,0,0,0,0,3.72,"1,990.21",Nov-21
52163,UCO Bank App,0.12,30.41,0,0,0,0,0,0,0.12,30.41,Nov-21
52056,Ultracash,2.13,162.44,0,0,0,0,0,0,2.13,162.44,Nov-21
52034,Union Bank Apps,0.43,178.53,0,0,0,0,0,0,0.43,178.53,Nov-21
52011,WhatsApp,2.11,149.38,0,0,0,0,0,0,2.11,149.38,Nov-21
52013,Yes Bank Apps,24.13,"6,170.96",0.21,0.12,0,0,0,0,24.34,"6,171.08",Nov-21
52124,YuvaPay,0.04,66.62,0,0,0,0,0,0,0.04,66.62,Nov-21
52066,Other Apps,0.03,14.98,0,0,0,0,0,0,0.03,14.98,Nov-21
52014,Airtel Payments Bank Apps,7.6,"1,491.34",0,0,0,0,6.71,"3,255.44",14.31,"4,746.79",Oct-21
52130,Allahabad Bank App,0.02,6.35,0,0,0,0,0,0,0.02,6.35,Oct-21
52006,Amazon Pay,68.82,"6,286.60",0,0,0,0,0,0,68.82,"6,286.60",Oct-21
52131,AU Small Finance Bank App,0.16,62.15,0,0,0,0,0,0,0.16,62.15,Oct-21
52005,Axis Bank Apps,8.4,963.14,60.88,42.57,0,0,0,0,69.28,"1,005.70",Oct-21
52015,Bajaj Finserv,0.06,4.3,0,0,0,0,0,0,0.06,4.3,Oct-21
52036,Bank of Baroda Apps,0.8,344.85,0,0,0,0,0,0,0.8,344.85,Oct-21
52132,Bank of India App,0.03,12.88,0,0,0,0,0,0,0.03,12.88,Oct-21
52133,Bank of Maharashtra App,0.04,10.5,0,0,0,0,0,0,0.04,10.5,Oct-21
